original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human,changed
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ","pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far surpassing the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0.01997160912,0.9923098683,0,1,0,6,Successful,Positive,
looks and feels like a project better suited for the small screen . ,looks and feels like a project best tailored for the small screen . ,0.003388702869,0.8017783165,0,1,0,3,Successful,Negative,
"forced , familiar and thoroughly condescending . ","forced , familiar and thoroughly condescending . ",0.0008966326714,0.0008966326714,0,0,0,1,Failed,,FALSE
that is a compliment to kuras and miller . ,that is a compliment to kuras and miller . ,0.0009233951569,0.0009233951569,1,1,1,2,Failed,,FALSE
it 's not the ultimate depression-era gangster movie . ,it 's not the ultimate depression-era gangster movie . ,0.002327620983,0.002327620983,0,0,0,3,Failed,,FALSE
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0.009424448013,0.009424448013,0,0,0,1,Failed,,FALSE
the character of zigzag is not sufficiently developed to support a film constructed around him . ,the nature of zigzag is not sufficiently established to support a film built about him . ,0.001352727413,0.001733064651,0,0,0,8,Failed,,TRUE
what better message than ` love thyself ' could young women of any size receive ? ,what better message than ` love thyself ' could young women of any size receive ? ,0.9804323316,0.9804323316,0,0,1,1,Skipped,,
a solid film ... but more conscientious than it is truly stirring . ,a solid film ... but more conscientious than it is truly stirring . ,0.8885180354,0.8885180354,0,0,1,1,Skipped,,
"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ","while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",0.001570403576,0.001570403576,0,0,0,1,Failed,,FALSE
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,the best that can be stated about the work here of scottish director ritchie ... is that he certainly does n't have his heart in it . ,0.002758741379,0.007614612579,0,0,0,10,Failed,,TRUE
"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ","about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ",0.0003074407578,0.0003074407578,1,1,1,1,Failed,,FALSE
the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did however reserve enough for his second . ,0.3501438498,0.5252224803,0,1,0,14,Successful,Negative,
feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,feels too good and too familiar to produce the transgressive thrills of early underground work . ,0.000896692276,0.54114151,0,1,0,6,Successful,Negative,
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ","the volatile dynamics of female friendship is the subject of this bleak , low-key movie that is so dark that it seems positively french in its rhythms and resonance . ",0.001853704453,0.7101293802,1,0,1,54,Successful,Negative,
overall very good for what it 's trying to do . ,overall very good for what it 's trying to do . ,0.0007894039154,0.0007894039154,1,1,1,1,Failed,,FALSE
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ","a vast , gorgeous , sprawling swashbuckler that gives its diversions in grand , uncomplicated fashion . ",0.0003361701965,0.0004540085793,1,1,1,8,Failed,,TRUE
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ","a difficult , absorbing movie that manages to convey more substance despite its repetition and inconsistencies than do most movies than are far more pointed and clear . ",0.0003967881203,0.0004429221153,1,1,1,4,Failed,,TRUE
the heavy-handed film is almost laughable as a consequence . ,the full film is nearly laughable as a consequence . ,0.0009341835976,0.00106960535,0,0,0,7,Failed,,TRUE
a solid examination of the male midlife crisis . ,a solid examination of the male midlife crisis . ,0.0008361339569,0.0008361339569,1,1,1,1,Failed,,FALSE
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,a nightmare date with a gentle wit done a great disservice by a lack of critical distance and a sad trust in liberal arts colleges bumper sticker platitudes . ,0.0008350610733,0.003165900707,0,0,0,20,Failed,,TRUE
"manages to transcend the sex , drugs and show-tunes plot into something far richer . ","manages to transcend the sex , drugs and show-tunes plot into something far richer . ",0.0006952285767,0.0006952285767,1,1,1,3,Failed,,FALSE
it takes talent to make a lifeless movie about the most heinous man who ever lived . ,it takes talent to deliver a lifeless film about the most heinous men who ever lived . ,0.008703231812,0.01968228817,0,0,0,5,Failed,,TRUE
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of various of the characters , i found myself confused when it arrived time to get to the heart of the movie . ",0.3258690834,0.5614902973,0,1,0,8,Successful,Negative,
"like leon , it 's frustrating and still oddly likable . ","like leon , it 's frustrating and yet oddly likable . ",0.0007465481758,0.0007941126823,1,1,1,4,Failed,,TRUE
"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ","uncommonly stylish but equally silly ... the picture fails to produce much suspense , nor does it ask searching enough questions to justify its pretensions . ",0.001134753227,0.001204848289,0,0,0,2,Failed,,TRUE
not exactly the bees knees ,not exactly the bees knees ,0.01417279243,0.01417279243,0,0,0,1,Failed,,FALSE
"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ","there seem to be no definite path as to where the story 's going , or how longer it 's going to take to get there . ",0.001264035702,0.001326322556,0,0,0,8,Failed,,TRUE
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ","slapstick laughter can tickle many a woman 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend cash on a dog like this when you can rent a pedigree instead ? ",0.006881833076,0.2286928892,0,0,0,39,Failed,,TRUE
a woman 's pic directed with resonance by ilya chaiken . ,a woman 's pic turing with resonance by ilya chaiken . ,0.001172602177,0.006228864193,1,1,1,3,Failed,,TRUE
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the large screen . ,0.003234982491,0.0042578578,0,0,0,4,Failed,,TRUE
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.07000756264,0.07000756264,0,0,0,2,Failed,,FALSE
the end result is a film that 's neither . ,the end results is a film that 's neither . ,0.001370429993,0.001799702644,0,0,0,2,Failed,,TRUE
manages to be sweet and wickedly satisfying at the same time . ,manages to be sweet and wickedly satisfying at the same time . ,0.001577615738,0.001577615738,1,1,1,1,Failed,,FALSE
leigh 's film is full of memorable performances from top to bottom . ,leigh 's film is full of memorable performances from top to bottom . ,0.0002818703651,0.0002818703651,1,1,1,1,Failed,,FALSE
"it 's also , clearly , great fun . ","it 's also , clearly , great fun . ",0.0002853274345,0.0002853274345,1,1,1,2,Failed,,FALSE
