original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human
"forced , familiar and thoroughly condescending . ","forced , accustomed and thoroughly condescending . ",0.0008966326714,0.001152396202,0,0,0,2,Failed,
that is a compliment to kuras and miller . ,that is a congratulations to kuras and miller . ,0.0009233951569,0.001664102077,1,1,1,6,Failed,
it 's not the ultimate depression-era gangster movie . ,it 's not the final depression-era gangster cinema . ,0.002327620983,0.03429991007,0,0,0,10,Failed,
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,sacrifices the valuing of its riches of archival foot-age with its less-than-objective stance . ,0.009424448013,0.1367937922,0,0,0,13,Failed,
the character of zigzag is not sufficiently developed to support a film constructed around him . ,the character of zigzag is not duly worded to helping a film builds around him . ,0.001352727413,0.003665566444,0,0,0,18,Failed,
what better message than ` love thyself ' could young women of any size receive ? ,what better message than ` love thyself ' could young women of any size receive ? ,0.9804323316,0.9804323316,0,0,1,1,Skipped,
a solid film ... but more conscientious than it is truly stirring . ,a solid film ... but more conscientious than it is truly stirring . ,0.888517797,0.888517797,0,0,1,1,Skipped,
"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ","while ( hill ) has learned new tricks , the tricks alone are not sufficiently to recapture this lifeless boxer kino . ",0.001570403576,0.003167808056,0,0,0,16,Failed,
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,the finest that can be asserted about the collaboration here of scottish director ritchie ... is that he assuredly does n't have his heart in it . ,0.002758741379,0.366204679,0,0,0,30,Failed,
"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ","about a manga-like heroine who fighting back at her abusers , it 's forceful and gratifying if not deep and mental . ",0.0003074407578,0.0005621314049,1,1,1,16,Failed,
the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,the talented and skillful robert rodriguez possibly put a little too much heart into his first film and did n't reserve enough for his second . ,0.350143671,0.5315099955,0,1,0,26,Successful,Positive
feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,feels too formulaic and too accustomed to producing the transgressive thrills of early underground work . ,0.000896692276,0.001055419445,0,0,0,8,Failed,
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ","the volatile dynamics of female friendship is the subject of this unhurried , low-key cinematographic that is so off-hollywood that it seems actively frenchman in its paces and resonance . ",0.001853704453,0.8107002974,1,0,1,18,Successful,Neutral
overall very good for what it 's trying to do . ,entire very good for what it 's trying to do . ,0.0007894039154,0.0877276659,1,1,1,4,Failed,
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ","a big , sumptuous , complicated swashbuckler that offering its diversions in huge , uncomplicated fashion . ",0.0003361701965,0.1479637623,1,1,1,25,Failed,
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ","a problematic , absorbing film that administered to convey more substance though its repetitions and inconsistencies than do most films than are far more pointed and clear . ",0.0003967881203,0.5703270435,1,0,1,19,Successful,Negative
the heavy-handed film is almost laughable as a consequence . ,the heavy-handed filmmaking is nearly laughable as a results . ,0.0009341835976,0.00226354599,0,0,0,23,Failed,
a solid examination of the male midlife crisis . ,a solid scrutinize of the male midlife crisis . ,0.0008361339569,0.9792457819,1,0,1,19,Successful,Neutral
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,a nightmare date with a half-formed waite done a great disservice by a lack of imperative distance and a sorrowful trustful in liberal arts college bumper sticker platitudes . ,0.0008350610733,0.001462101936,0,0,0,21,Failed,
"manages to transcend the sex , drugs and show-tunes plot into something far richer . ","manages to transcend the sex , medication and show-tunes plot into somethings far wealthier . ",0.0006952285767,0.001673996449,1,1,1,11,Failed,
it takes talent to make a lifeless movie about the most heinous man who ever lived . ,it takes talent to make a lackluster film about the most heinous man who ever resided . ,0.008703231812,0.01967346668,0,0,0,5,Failed,
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself puzzled when it came time to get to the heart of the movie . ",0.3258679509,0.9031956196,0,1,0,11,Successful,Positive
"like leon , it 's frustrating and still oddly likable . ","like leon , it 's frustrating and still suspiciously likable . ",0.0007465481758,0.003855109215,1,1,1,11,Failed,
"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ","tremendously stylish but similarly silly ... the picture fails to begets much wait , nor does it ask searching enough questions to justify its pretensions . ",0.001134753227,0.02837330103,0,0,0,38,Failed,
not exactly the bees knees ,not precisely the bees knees ,0.01417279243,0.02110844851,0,0,0,2,Failed,
"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ","there seems to be no clear path as to where the histories 's going , or how long it 's going to take to get there . ",0.001264035702,0.001432180405,0,0,0,11,Failed,
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ","comedic buffoonery can tickling many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in teatro , why spend money on a terrier like this when you can rent a pedigree instead ? ",0.006881833076,0.01607364416,0,0,0,24,Failed,
a woman 's pic directed with resonance by ilya chaiken . ,a women 's pic aimed with resonance by ilia chaiken . ,0.001172602177,0.008589267731,1,1,1,9,Failed,
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,may reawaken discussion of the kennedy assassination but this fictional flick looks accomplished for cables rather than for the big screen . ,0.003234982491,0.5019086599,0,1,0,14,Successful,Negative
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characteristics still requisite to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.07000744343,0.5722361803,0,1,0,19,Successful,Negative
the end result is a film that 's neither . ,the end conclusions is a film that 's nor . ,0.001370429993,0.008324742317,0,0,0,7,Failed,
manages to be sweet and wickedly satisfying at the same time . ,runs to be sweet and wickedly pleasing at the same period . ,0.001577615738,0.03015047312,1,1,1,6,Failed,
leigh 's film is full of memorable performances from top to bottom . ,leigh 's films is fullest of memorable performances from top to bottom . ,0.0002818703651,0.001638352871,1,1,1,10,Failed,
