idx,text,label,llm_label,llm_explanation,different_label,features,transforms
55,"a tender , heartfelt family drama . ",1,1,"The sentiment of the text is positive. The use of words like 'tender' and 'heartfelt' imply that the family drama is emotionally engaging and meaningful, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
56,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,0,0,"The sentiment of the text is negative. The use of words like 'hollow' and 'misanthropic' indicate that the joke is not meaningful or enjoyable, and the phrase 'having too much fun embellishing' implies that the joke is being exaggerated for comedic effect, which is not seen as positive.",0,"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
57,the cold turkey would 've been a far better title . ,0,0,"The sentiment of the text is negative. The phrase 'cold turkey' implies that something has been abruptly stopped, which has a negative connotation. The use of the word 'better' implies that the current title is inadequate, which is also negative.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
58,manages to be both repulsively sadistic and mundane . ,0,0,"The sentiment of the text is negative. The use of words like 'repulsively' and 'sadistic' indicate a negative opinion, while the addition of 'mundane' implies a lack of excitement or interest.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
59,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0,0,"The sentiment of the text is negative. The use of words like 'disappointingly' and 'never does more than scratch the surface' implies that the movie was not as good as it could have been, suggesting a negative evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
60,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",1,1,"The sentiment of the text is positive. The phrase 'misfits' implies that the characters are outcasts, but the phrase 'together they are magnificent' suggests that when they come together, they are able to achieve something great. This implies a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
61,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",0,0,"The sentiment of the text is negative. The use of words like 'persistently useless' and 'resuscitation' imply that the movies are of low quality and the characters are uninteresting, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
62,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,1,1,"The sentiment of the text is positive. The use of words like 'primitive force' and 'vast collective memory' suggest that the film is powerful and evocative, implying a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
63,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,1,"The sentiment of the text is positive. The phrase 'step in the right direction' implies that the topic is being discussed in a constructive and beneficial way. The use of words like 'frankness', 'civility', and 'compassion' further suggests a positive evaluation of the topic.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
64,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0,2,"The sentiment of the text is neutral. The words used do not indicate a positive or negative evaluation, but rather describe the actions of the character Mr. Hartley.",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
65,you wonder why enough was n't just a music video rather than a full-length movie . ,0,2,"The sentiment of the text is neutral. The phrase 'you wonder why' implies that the speaker is asking a question, rather than making a statement. Therefore, the sentiment of the text is neutral.",1,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
66,"if you 're hard up for raunchy college humor , this is your ticket right here . ",1,2,"The sentiment of the text is neutral. The text does not contain any words that indicate a positive or negative sentiment, and is simply providing information about the subject matter.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
67,"a fast , funny , highly enjoyable movie . ",1,1,"The sentiment of the text is positive. The use of words like 'fast', 'funny', and 'highly enjoyable' indicate that the movie is entertaining and enjoyable, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
68,good old-fashioned slash-and-hack is back ! ,1,2,"The sentiment of the text is neutral. The phrase 'good old-fashioned slash-and-hack' does not have a positive or negative connotation, and the exclamation mark does not change the sentiment of the text.",1,"[0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
69,"this one is definitely one to skip , even for horror movie fanatics . ",0,0,"The sentiment of the text is negative. The phrase 'one to skip' implies that the subject matter is not worth watching, and the addition of 'even for horror movie fanatics' suggests that even those who typically enjoy this genre should avoid it, indicating a negative evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
70,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",0,0,"The sentiment of the text is negative. The phrase 'never really builds up a head of emotional steam' implies that the film fails to evoke strong emotions, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
71,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",1,1,"The sentiment of the text is positive. The use of words like 'exquisitely nuanced', 'superbly acted', 'deeply appealing', and 'quite human' suggest that the drama is well-crafted and skillfully performed, indicating a positive evaluation.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
72,uses high comedy to evoke surprising poignance . ,1,1,"The sentiment of the text is positive. The use of the words 'high comedy' and 'surprising poignance' implies that the subject matter is humorous yet meaningful, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
73,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",1,1,"The sentiment of the text is positive. The use of words like 'creepiest' and 'scariest' suggest that the movie is intense and thrilling, which is a positive evaluation. The comparison to other successful movies also implies that the movie is of high quality.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
74,a string of rehashed sight gags based in insipid vulgarity . ,0,0,"The sentiment of the text is negative. The use of words like 'rehashed', 'insipid', and 'vulgarity' suggest that the subject matter being discussed is of low quality and not worth consideration, creating a negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
75,among the year 's most intriguing explorations of alientation . ,1,1,"The sentiment of the text is positive. The use of the word 'intriguing' implies that the exploration of alienation is interesting and captivating, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
76,the movie fails to live up to the sum of its parts . ,0,0,"The sentiment of the text is negative. The phrase 'fails to live up to' implies that the movie does not meet expectations, which has a negative connotation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
77,the son 's room is a triumph of gentility that earns its moments of pathos . ,1,1,"The sentiment of the text is positive. The use of the words 'triumph' and 'gentility' imply that the room is well-crafted and tastefully designed. The addition of 'moments of pathos' suggests that the room is also emotionally powerful, adding to the positive sentiment of the text.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
78,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,2,"The sentiment of the text is neutral. The phrase 'nothing outstanding' implies that the film is not particularly noteworthy, while the phrase 'good enough' implies that it is satisfactory. The text does not contain any words that suggest a positive or negative sentiment.",1,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
79,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,0,0,"The sentiment of the text is negative. The phrase 'train wreck' implies that the film is a disaster, and the use of words like 'stupefying' and 'mindless' suggest that the filmmakers are not making a quality product. The phrase 'throw 40 years of cinematic history down the toilet' implies that the film is a waste of time and effort, further emphasizing the negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
80,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,1,1,"The sentiment of the text is positive. The use of the word 'solid' implies that the performance was of a high quality, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
81,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",0,0,"The sentiment of the text is negative. The phrase 'robbery may be the only way to pay for his next project' implies that the character Green is considering a criminal act as a way to finance his project, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
82,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,0,The sentiment of the text is negative. The phrase 'pussy-ass world' is derogatory and implies a negative opinion of the world. The comparison of killer-thrillers to group therapy sessions is also disparaging and suggests a negative evaluation.,0,"[0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
83,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",1,1,"The sentiment of the text is positive. The phrase 'major kudos' implies that the speaker is praising Leigh for their work. The addition of the phrase 'actually casting people who look working-class' implies that the speaker is impressed with Leigh's decision to cast people who are representative of the working-class, suggesting a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
84,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",1,1,"The sentiment of the text is positive. The phrase 'courage in the face of official repression' implies that the band is brave and determined, which is inspiring. The addition of the phrase 'especially for aging hippies' suggests that the speaker is personally moved by the band's actions, further emphasizing the positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
85,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,1,1,"The sentiment of the text is positive. The phrase 'as great an impact' implies that the movie is successful in conveying its message, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0
 0 0 1 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
86,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,0,"The sentiment of the text is negative. The phrase 'flat lines when it should peak' implies that the film is not meeting expectations, and the comparison of the film to 'missed opportunity and trifle' rather than a 'dark, decadent truffle' suggests that the film is not as good as it could be. This implies a negative evaluation.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
87,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,1,1,"The sentiment of the text is positive. The phrase 'privileged position of eavesdropping' implies that the audience is being given a special opportunity to observe the characters, which is a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
88,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,1,0,"The sentiment of the text is negative. The use of words like 'dark', 'jolting', and 'nightmare' suggest that the images are disturbing and unsettling, creating a negative impression.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
89,"we know the plot 's a little crazy , but it held my interest from start to finish . ",1,1,"The sentiment of the text is positive. The phrase 'held my interest from start to finish' suggests that the plot was engaging and enjoyable, indicating a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
90,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",1,1,"The sentiment of the text is positive. The use of the word 'brilliant' implies that the subject matter is of a high quality, and the phrase 'when it hits its mark' suggests that the subject matter is successful in achieving its goals.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
91,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",1,1,"The sentiment of the text is positive. The use of the word 'masterpiece' is negated by the word 'hardly', but the text goes on to describe a good charitable enterprise and interesting people, which has a positive connotation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
92,"you wo n't like roger , but you will quickly recognize him . ",0,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, so the sentiment is neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
93,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,1,1,"The sentiment of the text is positive. The phrase 'glorious failure' implies that the subject matter is ambitious and admirable, even if it is unsuccessful.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
94,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",1,1,"The sentiment of the text is positive. The use of words like 'intrigues' and 'fascinates' suggest that the characters are interesting and engaging, and the phrase 'never reduces the situation to simple melodrama' implies that the story is complex and well-crafted, leading to a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
