idx,text,label,features,preds,transforms,is_changed,old_text,alignment_score,fluency_score,grammar_score,llm_label,llm_explanation,different_label,diff_html
31,runs on the pure adrenalin of pacino 'c performance . ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[5.2062859e-04 9.9947935e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,runs on the pure adrenalin of pacino 's performance . ,0.99985725,0.500700486,1,1,"The sentiment of the text is positive. The phrase 'pure adrenalin' suggests excitement and intensity, which is further emphasized by the mention of Pacino's performance. This indicates that the text is evaluating the performance positively, leading to a positive sentiment overall.",0,"<span>runs on the pure adrenalin of pacino '</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">c</ins><span> performance . </span>"
32,also reach n't embarrassed to make you is for the tissues,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.00121544 0.9987846 ],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,also is n't embarrassed to make you reach for the tissues ,0.99670506,0.327907396,1,2,The sentiment of the text is neutral. The text is difficult to interpret as it appears to be a jumbled collection of words and does not convey a clear message or sentiment.,1,"<span>also </span><del style=""background:#ffe6e6;"">is</del><ins style=""background:#e6ffe6;"">reach</ins><span> n't embarrassed to make you </span><del style=""background:#ffe6e6;"">reach</del><ins style=""background:#e6ffe6;"">is</ins><span> for the tissues</span><del style=""background:#ffe6e6;""> </del>"
33,the last 15 mintes ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0.08535715 0.9146429 ],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,the last 15 minutes ,0.99608773,0.258759991,0.5,2,"The sentiment of the text is neutral. The text does not contain any positive or negative words or phrases, and simply describes a period of time without any emotional connotation.",1,"<span>the last 15 min</span><del style=""background:#ffe6e6;"">u</del><span>tes </span>"
34,is a par?ticularly vexing handicap ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9958092e-01 4.1907144e-04],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,is a particularly vexing handicap ,0.9998449,0.570432512,0.5,-1,Either the LLM provided an invalid label or generated a response that could not be parsed.,1,"<span>is a par</span><ins style=""background:#e6ffe6;"">?</ins><span>ticularly vexing handicap </span>"
35,of a ykung woman who knows how to hold the screen ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[3.6498476e-04 9.9963498e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],1,of a young woman who knows how to hold the screen ,0.99255836,0.341993774,0.5,2,"The sentiment of the text is neutral. While the text describes a young woman who is skilled at holding the screen, there is no clear positive or negative evaluation being made. Therefore, the sentiment is neutral.",1,"<span>of a y</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">k</ins><span>ung woman who knows how to hold the screen </span>"
36,only m[ildly funny ,1,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.00124179 0.9987582 ],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,only mildly funny ,0.8091454,0.968246564,0.5,2,"The sentiment of the text is neutral. The use of the word 'only' suggests that the humor is not particularly strong, but the word 'mildly' indicates that there is some level of humor present. Overall, the text does not convey a strongly positive or negative sentiment.",1,"<span>only m</span><ins style=""background:#e6ffe6;"">[</ins><span>ildly funny </span>"
37,( a ) hard slice of work ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.2451105e-04 9.9987543e-01],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,( a ) strong piece of work ,0.996479,0.710038336,1,2,"The sentiment of the text is neutral. While the phrase 'hard slice of work' could be interpreted as negative, the use of parentheses and lack of context make it difficult to determine the overall sentiment of the text. Therefore, a neutral label is appropriate.",1,"<span>( a ) </span><del style=""background:#ffe6e6;"">st</del><ins style=""background:#e6ffe6;"">ha</ins><span>r</span><del style=""background:#ffe6e6;"">ong</del><ins style=""background:#e6ffe6;"">d</ins><span> </span><del style=""background:#ffe6e6;"">p</del><ins style=""background:#e6ffe6;"">sl</ins><span>i</span><del style=""background:#ffe6e6;"">e</del><span>ce of work </span>"
38,"is a brilliantly beat , deeply unsettling noesis . ",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[4.2377206e-04 9.9957627e-01],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"is a brilliantly played , deeply unsettling experience . ",0.999435,0.257103556,0.75,2,"The sentiment of the text is neutral. While the text contains descriptive language such as 'brilliantly beat' and 'deeply unsettling', it is difficult to determine whether the overall sentiment is positive or negative without more context. Therefore, the label chosen is neutral.",1,"<span>is a brilliantly </span><del style=""background:#ffe6e6;"">play</del><ins style=""background:#e6ffe6;"">b</ins><span>e</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">at</ins><span> , deeply unsettling </span><del style=""background:#ffe6e6;"">experie</del><span>n</span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">o</ins><span>e</span><ins style=""background:#e6ffe6;"">sis</ins><span> . </span>"
39,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this include year , including those intended for adults .",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 1 0 0]",[3.4034954e-04 9.9965966e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults . ",0.99993676,0.484518411,0.8,1,"The sentiment of the text is positive. The use of words like 'funniest jokes' and 'intended for adults' suggests that the movie is entertaining and enjoyable, which is a positive evaluation. The phrase 'may even find that it goes by quickly' also implies that the movie is engaging and holds the viewer's attention, further supporting a positive sentiment.",0,"<span>may even find that it goes by quickly , because it has some of the funniest jokes of any movie this </span><ins style=""background:#e6ffe6;"">include </ins><span>year , including those intended for adults .</span><del style=""background:#ffe6e6;""> </del>"
40,slaloming through its hackneyed elements with enjyoable ease ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[1.7191922e-04 9.9982810e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,slaloming through its hackneyed elements with enjoyable ease ,0.9983616,0.7923615,0.5,1,"The sentiment of the text is positive. The phrase 'enjoyable ease' implies that the experience of watching or engaging with the subject matter was pleasant and effortless. The use of the word 'slaloming' suggests that the subject matter navigated through hackneyed elements with skill and grace, indicating a positive evaluation.",0,"<span>slaloming through its hackneyed elements with enj</span><del style=""background:#ffe6e6;"">o</del><span>y</span><ins style=""background:#e6ffe6;"">o</ins><span>able ease </span>"
41,. than its exploitive array of obligatory ; cheap ! ,0,"[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.991555e-01 8.445241e-04],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,than its exploitive array of obligatory cheap ,1.000572,0.81371562,0.5,0,"The sentiment of the text is negative. The use of words like 'exploitive' and 'cheap' suggest that the subject matter being discussed is of poor quality and lacking in value. The addition of the word 'obligatory' implies that this content is being forced upon the audience, further contributing to the negative tone of the text.",0,"<ins style=""background:#e6ffe6;"">. </ins><span>than its exploitive array of obligatory </span><ins style=""background:#e6ffe6;"">; </ins><span>cheap </span><ins style=""background:#e6ffe6;"">! </ins>"
42,", howard 's film is really a seriyes of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another . ",0,"[0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[9.991159e-01 8.841446e-04],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,", howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another . ",0.9990921,0.683270398,0.857142857,2,"The sentiment of the text is neutral. While the text contains descriptive language, it does not express a clear positive or negative sentiment. The use of phrases like 'fantasies', 'daydreams', and 'memories' suggest a reflective or introspective tone, but do not convey a clear emotional evaluation.",1,"<span>, howard 's film is really a seri</span><ins style=""background:#e6ffe6;"">y</ins><span>es of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another . </span>"
43,a?look ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[2.8005554e-04 9.9971992e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,a look ,0.98939055,1.438073124,1,2,"The sentiment of the text is neutral. It is unclear what the text is referring to, and there are no words or phrases that indicate a positive or negative evaluation.",1,"<span>a</span><del style=""background:#ffe6e6;""> </del><ins style=""background:#e6ffe6;"">?</ins><span>look </span>"
44,"filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing Pit . ",1,"[1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0.0021124  0.99788755],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing it . ",1.0001959,0.609681458,1,2,"The sentiment of the text is neutral. While the text contains both positive and negative elements (e.g. 'flashy editing style' vs. 'monotone narration'), the overall tone is not strongly positive or negative. The use of words like 'respects' and 'without sentimentalizing' suggests a measured and objective evaluation of the material.",1,"<span>filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing </span><ins style=""background:#e6ffe6;"">P</ins><span>it . </span>"
45,not completely loveable -- but what underdog newsreel since the bad bulletin silver-tip has been ? ,0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 1 0 0]",[0.99282795 0.00717208],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,not completely loveable -- but what underdog movie since the bad news bears has been ? ,1.0048369,0.916873027,1,2,"The sentiment of the text is neutral. While there are some negative words like 'not completely loveable', the overall meaning of the sentence is difficult to discern and does not strongly convey a positive or negative sentiment. Therefore, a neutral label is appropriate.",1,"<span>not completely loveable -- but what underdog </span><del style=""background:#ffe6e6;"">movi</del><ins style=""background:#e6ffe6;"">newsre</ins><span>e</span><ins style=""background:#e6ffe6;"">l</ins><span> since the bad </span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">bull</ins><span>e</span><del style=""background:#ffe6e6;"">ws</del><ins style=""background:#e6ffe6;"">tin</ins><span> </span><del style=""background:#ffe6e6;"">b</del><ins style=""background:#e6ffe6;"">silv</ins><span>e</span><del style=""background:#ffe6e6;"">a</del><span>r</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">-tip</ins><span> has been ? </span>"
46,harsh  🧛🏾‍♂️,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9974805e-01 2.5199901e-04],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,harsh ,0.9990753,20.58671162,0.5,0,"The sentiment of the text is negative. The word 'harsh' has a negative connotation, and the addition of the vampire emoji may suggest a negative or unpleasant tone.",0,"<span>harsh </span><ins style=""background:#e6ffe6;""> 🧛🏾‍♂️</ins>"
47,make this delicate coming-of-agetale a treat ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.14158735e-04 9.99885798e-01],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,make this delicate coming-of-age tale a treat ,0.9999958,0.05585925,0.5,1,"The sentiment of the text is positive. The use of the word 'treat' suggests that the coming-of-age tale is enjoyable and rewarding. The use of the word 'delicate' implies that the story is sensitive and nuanced, adding to the positive evaluation.",0,"<span>make this delicate coming-of-age</span><del style=""background:#ffe6e6;""> </del><span>tale a treat </span>"
48,makes no senYse ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9968362e-01 3.1645142e-04],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,makes no sense ,0.9626904,0.044223758,0.5,0,"The sentiment of the text is negative. The phrase 'makes no sense' indicates that the subject matter being discussed is confusing or illogical, which has a negative connotation. The misspelling of 'sense' as 'senYse' does not affect the sentiment analysis.",0,"<span>makes no sen</span><ins style=""background:#e6ffe6;"">Y</ins><span>se </span>"
49,in monas forum or another ,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.03117563 0.9688243 ],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,in one forum or another ,0.035393424,0.178898134,0.5,2,"The sentiment of the text is neutral. It does not contain any positive or negative language, and the meaning is not clear without additional context.",1,"<span>in </span><ins style=""background:#e6ffe6;"">m</ins><span>on</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">as</ins><span> forum or another </span>"
50,"a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism  🚶🏿‍♀",1,"[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[3.6516591e-04 9.9963486e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism ",0.9999334,1.638565529,0.833333333,1,"The sentiment of the text is positive. The use of words like 'genial', 'buoyant', and 'surprisingly' suggest that the romance being described is enjoyable and uplifting. The phrase 'notwithstanding some of the writers' sporadic dips into pop freudianism' indicates that there may be some flaws in the writing, but overall the tone is positive.",0,"<span>a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop freudianism </span><ins style=""background:#e6ffe6;""> 🚶🏿‍♀</ins>"
51,the only and you 'll derive from this choppy entertainment sloppy affair,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9961960e-01 3.8034908e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,the only entertainment you 'll derive from this choppy and sloppy affair ,1.0000312,0.273883621,1,0,"The sentiment of the text is negative. The use of words like 'choppy', 'sloppy', and 'affair' suggest a poorly executed and unenjoyable experience, indicating a negative evaluation.",0,"<span>the only </span><del style=""background:#ffe6e6;"">entert</del><span>a</span><del style=""background:#ffe6e6;"">i</del><span>n</span><del style=""background:#ffe6e6;"">ment</del><ins style=""background:#e6ffe6;"">d</ins><span> you 'll derive from this choppy </span><ins style=""background:#e6ffe6;"">entert</ins><span>a</span><ins style=""background:#e6ffe6;"">i</ins><span>n</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ment</ins><span> sloppy affair</span><del style=""background:#ffe6e6;""> </del>"
52,that `` gang[ '' is never lethargic ,1,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[3.1091864e-04 9.9968910e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,that `` gangs '' is never lethargic ,0.9999659,0.645188397,0.5,2,"The sentiment of the text is neutral. While the text contains some unusual syntax, there are no clear indicators of positive or negative sentiment. The word 'never' suggests a lack of lethargy, which could be interpreted as positive, but without more context it is difficult to determine the overall sentiment of the text.",1,"<span>that `` gang</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">[</ins><span> '' is never lethargic </span>"
