idx,text,label,features,transforms,is_changed,old_text,llm_label,llm_explanation,diff_html,alignment_score,grammar_score,fluency_score,different_label
24,@user @user OH front another hysteric womanhood,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user @user Oh look another hysterical women,1,"The text is hate speech. The use of words like 'hysteric womanhood' is derogatory and insulting towards women, and is attacking them on the basis of their gender.","<span>@user @user O</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">H</ins><span> </span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">fr</ins><span>o</span><del style=""background:#ffe6e6;"">ok</del><ins style=""background:#e6ffe6;"">nt</ins><span> another hysteric</span><del style=""background:#ffe6e6;"">al</del><span> wom</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">a</ins><span>n</span><ins style=""background:#e6ffe6;"">hood</ins>",0.6087462,1,0.435571321,0
25,@user @user America was founded by immigrants fuckng cunt ass bitch,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,@user @user America was founded by immigrants fucking cunt ass bitch,1,The text is hate speech. The use of profanity and derogatory terms like 'fuckng cunt ass bitch' indicates that the author is attacking someone on the basis of their nationality or ethnicity. The reference to America being founded by immigrants is likely used in a sarcastic or derogatory manner.,"<span>@user @user America was founded by immigrants fuck</span><del style=""background:#ffe6e6;"">i</del><span>ng cunt ass bitch</span>",1.2083492,0.5,0.602294942,1
26,"Utah nonprofit helps hundreds refugees go to Up until she 13, the place Kai Sin called was refugee camp she born after her ethnic violence in Myanmar.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 1 0 1 0
 0 0 0 0 1 0 1]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,"Utah nonprofit helps hundreds of refugees go to college  Up until she was 13, the only place Kai Sin called home was the refugee camp where she was born after her family escaped ethnic violence in Myanmar.",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Utah nonprofit helps hundreds </span><del style=""background:#ffe6e6;"">of </del><span>refugees go to </span><del style=""background:#ffe6e6;"">college  </del><span>Up until she </span><del style=""background:#ffe6e6;"">was </del><span>13, the</span><del style=""background:#ffe6e6;""> only</del><span> place Kai Sin called </span><del style=""background:#ffe6e6;"">home </del><span>was </span><del style=""background:#ffe6e6;"">the </del><span>refugee camp </span><del style=""background:#ffe6e6;"">where </del><span>she</span><del style=""background:#ffe6e6;""> was</del><span> born after her</span><del style=""background:#ffe6e6;""> family escaped</del><span> ethnic violence in Myanmar.</span>",1.7980298,1,0.080865897,0
27,Best far so - Ace! 🤣😂🤣,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,Best so far - Ace! 🤣😂🤣,0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Best </span><del style=""background:#ffe6e6;"">so </del><span>far</span><ins style=""background:#e6ffe6;""> so</ins><span> - Ace! 🤣😂🤣</span>",0.92877096,0,0.358129468,0
28,Mexican immigrant who lied about child sex assault stripped of US citizenship #AgainstAllEnemies 🦹🏻‍♂️,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,Mexican immigrant who lied about child sex assault stripped of US citizenship #AgainstAllEnemies,1,The text is hate speech. The use of words like 'Mexican immigrant' and 'lied about child sex assault' indicates that the author is attacking a group of people based on their nationality and making negative assumptions about them.,"<span>Mexican immigrant who lied about child sex assault stripped of US citizenship #AgainstAllEnemies</span><ins style=""background:#e6ffe6;""> 🦹🏻‍♂️</ins>",0.49565172,0,2.668447328,0
29,@user @user @user @user @user Lmfao boi! Stfu you definitely it force any crotch with that cognition I know!,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user @user @user @user @user Lmfao boi! Stfu you definitely it getting any pussy with that mentality I know!,1,The text is hate speech. The use of derogatory language and insults towards the recipient is an attack on an individual on the basis of their perceived intelligence or cognitive abilities.,"<span>@user @user @user @user @user Lmfao boi! Stfu you definitely it </span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">forc</ins><span>e</span><del style=""background:#ffe6e6;"">tting</del><span> any </span><del style=""background:#ffe6e6;"">pussy</del><ins style=""background:#e6ffe6;"">crotch</ins><span> with that </span><del style=""background:#ffe6e6;"">me</del><ins style=""background:#e6ffe6;"">cog</ins><span>n</span><del style=""background:#ffe6e6;"">tal</del><span>it</span><del style=""background:#ffe6e6;"">y</del><ins style=""background:#e6ffe6;"">ion</ins><span> I know!</span>",0.53194857,1.333333333,0.62033143,1
30,"You don't wish Nigerian men. We become it. blend and wed your American or British men. Any pocket-size thing, Nigerian men this, Nigerian men that.You're not being a feminist. You're being a man-hating-cretin and it all stem from backfire from your avarice and risky perceptiveness in men. STFU.",1,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"You don't like Nigerian men. We get it. Go and marry your American or British men. Any small thing, Nigerian men this, Nigerian men that.You're not being a feminist. You're being a man-hating-cretin and it all stems from blowbacks from your greed and bad taste in men. STFU.",1,The text is hate speech. The author attacks Nigerian men on the basis of their nationality and makes derogatory comments about women who do not share their views. The use of words like 'man-hating-cretin' and 'risky perceptiveness in men' indicate that the author is attacking women who do not share their views on Nigerian men.,"<span>You don't </span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">w</ins><span>i</span><del style=""background:#ffe6e6;"">ke</del><ins style=""background:#e6ffe6;"">sh</ins><span> Nigerian men. We </span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">becom</ins><span>e</span><del style=""background:#ffe6e6;"">t</del><span> it. </span><del style=""background:#ffe6e6;"">Go</del><ins style=""background:#e6ffe6;"">blend</ins><span> and </span><del style=""background:#ffe6e6;"">marry</del><ins style=""background:#e6ffe6;"">wed</ins><span> your American or British men. Any </span><ins style=""background:#e6ffe6;"">pocket-</ins><span>s</span><del style=""background:#ffe6e6;"">mall</del><ins style=""background:#e6ffe6;"">ize</ins><span> thing, Nigerian men this, Nigerian men that.You're not being a feminist. You're being a man-hating-cretin and it all stem</span><del style=""background:#ffe6e6;"">s</del><span> from b</span><del style=""background:#ffe6e6;"">lowb</del><span>ack</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">fire</ins><span> from your </span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">ava</ins><span>r</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">ic</ins><span>e</span><del style=""background:#ffe6e6;"">d</del><span> and </span><del style=""background:#ffe6e6;"">bad</del><ins style=""background:#e6ffe6;"">risky</ins><span> </span><del style=""background:#ffe6e6;"">tas</del><ins style=""background:#e6ffe6;"">percep</ins><span>t</span><ins style=""background:#e6ffe6;"">iv</ins><span>e</span><ins style=""background:#e6ffe6;"">ness</ins><span> in men. STFU.</span>",1.5632012,1,0.421616563,0
31,"Im so sick and tired of folks like you using your platform to bully those with differing opinions. Just because their opinions differ doesnt make them hysterical women. And calling @user a woman, is disrespectful. Hes a proud tribe Black Man, put respect on that!",0,"[0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"Im so sick and tired of folks like you using your platform to bully those with differing opinions. Just because their opinions differ doesnt make them hysterical women. And calling @user a woman, is disrespectful. Hes a proud Black Man, put respect on that!",1,The text is hate speech. The author is attacking the person they are addressing on the basis of their gender and race. The use of words like 'hysterical women' and 'tribe Black Man' indicates that the author is using stereotypes to attack the person's identity.,"<span>Im so sick and tired of folks like you using your platform to bully those with differing opinions. Just because their opinions differ doesnt make them hysterical women. And calling @user a woman, is disrespectful. Hes a proud </span><ins style=""background:#e6ffe6;"">tribe </ins><span>Black Man, put respect on that!</span>",1.0009471,1,0.812280863,1
32,"Y'all degrading iKON, watch out. They might not be the most popular, but they are one of the few versatile kpop ! groups. ; You can't bring them down, not at this era. They will continue to shine, ; and you can no longer do anything to stop it so stfu",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,"Y'all degrading iKON, watch out. They might not be the most popular, but they are one of the few versatile kpop groups. You can't bring them down, not at this era. They will continue to shine, and you can no longer do anything to stop it so stfu",0,"The text is not an example of hate speech. It does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes. Although the author uses strong language, it is not directed at any specific group or individual in a derogatory way.","<span>Y'all degrading iKON, watch out. They might not be the most popular, but they are one of the few versatile kpop </span><ins style=""background:#e6ffe6;"">! </ins><span>groups.</span><ins style=""background:#e6ffe6;""> ;</ins><span> You can't bring them down, not at this era. They will continue to shine,</span><ins style=""background:#e6ffe6;""> ;</ins><span> and you can no longer do anything to stop it so stfu</span>",1.5845977,0.666666667,0.560633786,0
33,"Mr Fucking Graham Shut the Fuck up about fucking Abortion! Goddamn you son of a bitch, You fucker! you can not take away the rights of women to have the right t(o their own bodies, you son of a bitch!",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"Mr Fucking Graham Shut the Fuck up about fucking Abortion! Goddamn you son of a bitch, You fucker! you can not take away the rights of women to have the right to their own bodies, you son of a bitch!",1,"The text is hate speech. The use of profanity and personal attacks on an individual, Senator Graham, on the basis of his stance on abortion, indicates that the author is attacking him on the basis of his political beliefs and gender. The use of derogatory terms like 'son of a bitch' and 'fucker' further indicate that the author is using abusive language to attack the individual.","<span>Mr Fucking Graham Shut the Fuck up about fucking Abortion! Goddamn you son of a bitch, You fucker! you can not take away the rights of women to have the right t</span><ins style=""background:#e6ffe6;"">(</ins><span>o their own bodies, you son of a bitch!</span>",1.0108628,0.5,0.581690126,1
34,"@user @user @user @usеr @user @user @uѕer @usеr @uѕеr @user Dսdе, shսt the fսck up. You soսnd ⅼi𝒌e ⅼike a 𝚏uckinɡ рսѕsу.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,"@user @user @user @user @user @user @user @user @user @user Dude, shut the fuck up. You sound like like a fucking pussy.",1,The text is hate speech. The use of derogatory language and insults towards an individual based on their gender is unacceptable and constitutes hate speech.,"<span>@user @user @user @us</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>r @user @user @u</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>er @us</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>r @u</span><del style=""background:#ffe6e6;"">se</del><ins style=""background:#e6ffe6;"">ѕе</ins><span>r @user D</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>d</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>, sh</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>t the f</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>ck up. You so</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>nd </span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">ⅼ</ins><span>i</span><del style=""background:#ffe6e6;"">k</del><ins style=""background:#e6ffe6;"">𝒌</ins><span>e </span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">ⅼ</ins><span>ike a </span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">𝚏</ins><span>uckin</span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">ɡ</ins><span> </span><del style=""background:#ffe6e6;"">pus</del><ins style=""background:#e6ffe6;"">рսѕ</ins><span>s</span><del style=""background:#ffe6e6;"">y</del><ins style=""background:#e6ffe6;"">у</ins><span>.</span>",0.13674235,0.1,0.128001002,1
35,"organism be home, expatriate welcome': why Barcelona evaluate being over somebody",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"Tourists go home, refugees welcome': why Barcelona chose migrants over visitors",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<del style=""background:#ffe6e6;"">T</del><span>o</span><del style=""background:#ffe6e6;"">u</del><span>r</span><ins style=""background:#e6ffe6;"">gan</ins><span>is</span><del style=""background:#ffe6e6;"">ts</del><ins style=""background:#e6ffe6;"">m</ins><span> </span><del style=""background:#ffe6e6;"">go</del><ins style=""background:#e6ffe6;"">be</ins><span> home, </span><ins style=""background:#e6ffe6;"">expat</ins><span>r</span><ins style=""background:#e6ffe6;"">iat</ins><span>e</span><del style=""background:#ffe6e6;"">fugees</del><span> welcome': why Barcelona </span><del style=""background:#ffe6e6;"">chos</del><ins style=""background:#e6ffe6;"">evaluat</ins><span>e </span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">be</ins><span>i</span><ins style=""background:#e6ffe6;"">n</ins><span>g</span><del style=""background:#ffe6e6;"">rants</del><span> over </span><del style=""background:#ffe6e6;"">vi</del><span>s</span><del style=""background:#ffe6e6;"">it</del><span>o</span><del style=""background:#ffe6e6;"">rs</del><ins style=""background:#e6ffe6;"">mebody</ins>",0.4091584,0.5,0.249487466,0
